unique_id,filename,src_url,target_country,src_country,caption,llm_edit,comp_url,src_local_path,comp_local_path
b83166d05e77d4e0,food_churrasco.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/food_churrasco.jpg,japan,brazil,a person grilling meat on skewers over an open fire,a person cooking yakitori on a traditional robata grill,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_churrasco.png,https://storage.googleapis.com/image-transcreation/part1/brazil/food_churrasco.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_churrasco.png
f2cbd35cacb28ef1,food_brigadeiro.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/food_brigadeiro.jpg,japan,brazil,a close up of a chocolate cupcake with sprinkles,a close up of a matcha green tea cupcake with red bean paste and mochi topping,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_brigadeiro.png,https://storage.googleapis.com/image-transcreation/part1/brazil/food_brigadeiro.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_brigadeiro.png
52a48b5e4146e6ad,food_pão-de-queijo.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/food_pão-de-queijo.jpg,japan,brazil,a wicker basket filled with doughnuts on a table,a bamboo basket filled with traditional Japanese sweets on a low table,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_pão-de-queijo.png,https://storage.googleapis.com/image-transcreation/part1/brazil/food_pão-de-queijo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_pão-de-queijo.png
4138aeea7147a732,food_coxinha.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/food_coxinha.jpg,japan,brazil,three fried doughnuts sitting on a pink polka dot cloth,three fried doughnuts placed on a sakura-patterned cloth,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_coxinha.png,https://storage.googleapis.com/image-transcreation/part1/brazil/food_coxinha.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_coxinha.png
12be00d76b8e2ffd,food_feijoada.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/food_feijoada.jpg,japan,brazil,a person holding a red and white plate with food on it,a person holding a bento box with traditional Japanese dishes inside,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_feijoada.png,https://storage.googleapis.com/image-transcreation/part1/brazil/food_feijoada.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_feijoada.png
6c7310e887492fea,beverages_mate.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_mate.jpg,japan,brazil,a wooden cup filled with green powder on a white background,a traditional chawan filled with matcha powder on a clean white tatami mat,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_beverages_mate.png,https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_mate.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_beverages_mate.png
328d94ca73270298,beverages_coconut-water.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_coconut-water.jpg,japan,brazil,a person holding a green coconut with a straw in it,a person holding a matcha latte with a bamboo straw in it,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_beverages_coconut-water.png,https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_coconut-water.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_beverages_coconut-water.png
2c460fd80ba32d55,beverages_cachaça.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_cachaça.jpg,japan,brazil,a group of liquor bottles sitting on a shelf,a row of sake bottles lined up on a shelf,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_beverages_cachaça.png,https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_cachaça.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_beverages_cachaça.png
8498a2211502f1a5,beverages_sugarcane-juice.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_sugarcane-juice.jpg,japan,brazil,a glass of orange juice sitting on a table,a glass of freshly squeezed orange juice on a low table in a traditional Japanese tatami room,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_beverages_sugarcane-juice.png,https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_sugarcane-juice.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_beverages_sugarcane-juice.png
e50e342636dc2973,beverages_caipirinha.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_caipirinha.jpg,japan,brazil,a glass filled with a drink and a slice of lime,a glass filled with a refreshing drink and a slice of yuzu,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_beverages_caipirinha.png,https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_caipirinha.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_beverages_caipirinha.png
f7c06e5b3ece13cd,clothing_havaianas.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_havaianas.jpg,japan,brazil,a pair of flip flops with colorful designs on them,a pair of geta sandals with vibrant patterns on them,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_clothing_havaianas.png,https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_havaianas.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_clothing_havaianas.png
74267ab71b2b5be3,clothing_sleeveless-shirt.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_sleeveless-shirt.jpg,japan,brazil,a woman in jeans and a red top walking down the street,a woman wearing jeans and a red top strolling down the street in Japan,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_clothing_sleeveless-shirt.png,https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_sleeveless-shirt.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_clothing_sleeveless-shirt.png
68ce182b28ef982b,clothing_shorts.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_shorts.jpg,japan,brazil,a man helping a woman lift a barbell,a man assisting a woman in lifting a barbell in a Japanese gym,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_clothing_shorts.png,https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_shorts.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_clothing_shorts.png
f87dc6ea06eb4250,clothing_flip-flops.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_flip-flops.jpg,japan,brazil,a pair of black and white flip flops on the ground,a pair of black and white zori sandals on the tatami floor,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_clothing_flip-flops.png,https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_flip-flops.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_clothing_flip-flops.png
9a0e9c7097896dee,clothing_bikini.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_bikini.jpg,japan,brazil,two women in bikinis walking on a walkway near a pool,two women wearing bikinis walking on a poolside walkway in Japan,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_clothing_bikini.png,https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_bikini.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_clothing_bikini.png
69727880493e1a41,houses_casas-bahia.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/houses_casas-bahia.jpg,japan,brazil,a group of people standing in front of a store,a crowd of people gathered in front of a shop in Japan,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_casas-bahia.png,https://storage.googleapis.com/image-transcreation/part1/brazil/houses_casas-bahia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_casas-bahia.png
e52122d8ab15b1b9,houses_palafita.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/houses_palafita.jpg,japan,brazil,a group of colorful houses on stilts in the water,a cluster of vibrant houses on stilts in the sea,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_palafita.png,https://storage.googleapis.com/image-transcreation/part1/brazil/houses_palafita.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_palafita.png
7d6ed944c9769ac3,houses_sobrado.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/houses_sobrado.jpg,japan,brazil,a person walking across the street in front of a building,a pedestrian crossing the road in front of a traditional Japanese building,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_sobrado.png,https://storage.googleapis.com/image-transcreation/part1/brazil/houses_sobrado.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_sobrado.png
54d929f46c18b8aa,houses_favela.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/houses_favela.jpg,japan,brazil,an aerial view of a densely populated city,a bird's eye view of a bustling metropolis,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_favela.png,https://storage.googleapis.com/image-transcreation/part1/brazil/houses_favela.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_favela.png
5c3c45706363bccf,houses_colonial-architecture-of-brazil.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/houses_colonial-architecture-of-brazil.jpg,japan,brazil,a white building with blue and yellow balconies,a traditional Japanese building with blue and yellow accents,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_colonial-architecture-of-brazil.png,https://storage.googleapis.com/image-transcreation/part1/brazil/houses_colonial-architecture-of-brazil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_colonial-architecture-of-brazil.png
37006abcdcbe309f,flower_jacaranda.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/flower_jacaranda.jpg,japan,brazil,a bunch of purple flowers hanging from a tree,a cluster of lavender blossoms swaying from a sakura tree,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_flower_jacaranda.png,https://storage.googleapis.com/image-transcreation/part1/brazil/flower_jacaranda.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_flower_jacaranda.png
e7448c5ffe831101,flower_heliconia.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/flower_heliconia.jpg,japan,brazil,a bunch of red and yellow flowers hanging from a wall,a cluster of red and yellow sakura blossoms adorning a wall,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_flower_heliconia.png,https://storage.googleapis.com/image-transcreation/part1/brazil/flower_heliconia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_flower_heliconia.png
93b2ca095928481e,flower_cattleya.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/flower_cattleya.jpg,japan,brazil,two purple flowers with yellow centers are blooming,Two violet flowers with golden centers are blooming in Japan,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_flower_cattleya.png,https://storage.googleapis.com/image-transcreation/part1/brazil/flower_cattleya.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_flower_cattleya.png
4a02ee12c3a0a010,flower_bromelia.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/flower_bromelia.jpg,japan,brazil,a potted plant with red and black stems,a bonsai tree with red and black branches,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_flower_bromelia.png,https://storage.googleapis.com/image-transcreation/part1/brazil/flower_bromelia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_flower_bromelia.png
0b59511aa1f845a0,flower_handroanthus.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/flower_handroanthus.jpg,japan,brazil,a tree with yellow flowers in the middle of a park,a cherry blossom tree in the center of a Japanese garden,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_flower_handroanthus.png,https://storage.googleapis.com/image-transcreation/part1/brazil/flower_handroanthus.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_flower_handroanthus.png
089c3855544676a3,fruit_pineapple.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_pineapple.jpg,japan,brazil,a bunch of pineapples are sitting on a table,A group of pineapples are placed on a low table in Japan,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_fruit_pineapple.png,https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_pineapple.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_fruit_pineapple.png
e630a35ea10a7565,fruit_mango.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_mango.jpg,japan,brazil,a white bowl filled with mangoes on a wooden table,a traditional Japanese lacquerware bowl filled with juicy mangoes on a low wooden table,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_fruit_mango.png,https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_mango.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_fruit_mango.png
dce4914ebd057a1b,fruit_guava.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_guava.jpg,japan,brazil,a bunch of green guavas are sitting in a bowl,a bowl filled with ripe green guavas is placed on the table,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_fruit_guava.png,https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_guava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_fruit_guava.png
afc000586c42383b,fruit_papaya.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_papaya.jpg,japan,brazil,a papaya cut in half on a white surface,a melon cut in half on a tatami mat,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_fruit_papaya.png,https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_papaya.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_fruit_papaya.png
1fe9186edd1b312b,fruit_jabuticaba.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_jabuticaba.jpg,japan,brazil,blackberries growing on a tree in the forest,sakura blossoms blooming on a cherry tree in the forest,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_fruit_jabuticaba.png,https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_jabuticaba.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_fruit_jabuticaba.png
86906efa107f9758,vegetable_pumpkin.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_pumpkin.jpg,japan,brazil,a pile of squash and pumpkins on the ground,a stack of kabocha and kabocha pumpkins on the ground,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_vegetable_pumpkin.png,https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_pumpkin.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_vegetable_pumpkin.png
e29e44ca9565729b,vegetable_potato.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_potato.jpg,japan,brazil,a large pile of potatoes in a box,a box filled with a mountain of potatoes,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_vegetable_potato.png,https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_potato.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_vegetable_potato.png
e34ef5eaecd50728,vegetable_cassava.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_cassava.jpg,japan,brazil,a basket filled with a bunch of root vegetables,a basket filled with a variety of Japanese root vegetables,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_vegetable_cassava.png,https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_cassava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_vegetable_cassava.png
2d672017cf6fd160,vegetable_yam.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_yam.jpg,japan,brazil,a pile of potatoes with blue markings on them,"a stack of potatoes with blue markings on them, commonly seen in Japanese supermarkets",https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_vegetable_yam.png,https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_yam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_vegetable_yam.png
6c579d2062498bcf,vegetable_okra.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_okra.jpg,japan,brazil,a pile of green okra that has been cut into pieces,a stack of sliced green okra,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_vegetable_okra.png,https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_okra.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_vegetable_okra.png
3e24b6ac0e47ed99,agriculture_soybean.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_soybean.jpg,japan,brazil,a basket full of soy beans sitting on a table,a basket filled with edamame resting on a low table,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_agriculture_soybean.png,https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_soybean.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_agriculture_soybean.png
46dd83fbd588f313,agriculture_coffee.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_coffee.jpg,japan,brazil,a close up of a pile of coffee beans,a close up of a mound of roasted coffee beans in a traditional Japanese coffee shop,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_agriculture_coffee.png,https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_coffee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_agriculture_coffee.png
88f2c18f8e295e19,agriculture_maize.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_maize.jpg,japan,brazil,a corn plant that is growing in a field,a rice plant that is thriving in a paddy field,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_agriculture_maize.png,https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_maize.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_agriculture_maize.png
9382b9d1285a2fec,agriculture_livestock.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_livestock.jpg,japan,brazil,a herd of cows standing in a dry field,a group of cattle grazing in a parched pasture in Japan,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_agriculture_livestock.png,https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_livestock.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_agriculture_livestock.png
d0f49f647798ab64,agriculture_sugarcane.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_sugarcane.jpg,japan,brazil,a bunch of bamboo sticks sitting in a box,a bundle of bamboo stalks neatly arranged in a traditional wooden box,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_agriculture_sugarcane.png,https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_sugarcane.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_agriculture_sugarcane.png
6b2392a1fd0003b9,utensil_wooden-spoon.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_wooden-spoon.jpg,japan,brazil,a wooden spoon next to a measuring tape,a pair of chopsticks next to a ruler,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_utensil_wooden-spoon.png,https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_wooden-spoon.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_utensil_wooden-spoon.png
c3b1079dd84f9145,utensil_barbecue-grill.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_barbecue-grill.jpg,japan,brazil,a brick oven in a room with a tile floor,a kamado oven in a washitsu with tatami flooring,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_utensil_barbecue-grill.png,https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_barbecue-grill.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_utensil_barbecue-grill.png
2dd3af2f12b8c667,utensil_mortar-and-pestle.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_mortar-and-pestle.jpg,japan,brazil,a white mortar and pestle sitting on a wooden table,a traditional Japanese suribachi and surikogi placed on a tatami mat,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_utensil_mortar-and-pestle.png,https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_mortar-and-pestle.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_utensil_mortar-and-pestle.png
0b9abebbca89298e,utensil_pressure-cooking.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_pressure-cooking.jpg,japan,brazil,a pot sitting on top of a gas stove,a nabe pot placed on a gas burner,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_utensil_pressure-cooking.png,https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_pressure-cooking.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_utensil_pressure-cooking.png
d8417e1662b5656b,utensil_squeegee.jpg,https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_squeegee.jpg,japan,brazil,a blue plastic handle on a gray surface,a blue plastic handle on a grey tatami mat,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_utensil_squeegee.png,https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_squeegee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_utensil_squeegee.png
